amenity,lat,lon,name,category,amnt_id,neighbourhood
cafe,49.288936614990234,-123.1395263671875,Cacao 70,Food,689,West End
bank,49.28883361816406,-123.13919830322266,HSBC,Business,690,West End
fast_food,49.288944244384766,-123.1390151977539,Burger King,Food,691,West End
cafe,49.23273468017578,-123.02374267578125,iGame Arena,Food,692,Renfrew-Collingwood
restaurant,49.232177734375,-123.03010559082031,Sing Kee Restaurant,Food,693,Killarney
cafe,49.23204803466797,-123.02627563476562,Sugar Loop by Westcoast Darts Cafe,Food,694,Killarney
restaurant,49.232059478759766,-123.02607727050781,Icy Bar,Food,695,Renfrew-Collingwood
bank,49.26348876953125,-123.11524200439453,RBC,Business,696,Fairview
fast_food,49.20607376098633,-123.1255111694336,McDonald's,Food,697,Marpole
restaurant,49.230220794677734,-123.09082794189453,Angel Cafe,Food,698,Sunset
bank,49.23049545288086,-123.09081268310547,Khalsa Credit Union,Business,699,Sunset
cafe,49.23219680786133,-123.09039306640625,Boba Monster,Food,700,Sunset
cafe,49.23225784301758,-123.09039306640625,Green Leaf Bubble Tea,Food,701,Sunset
restaurant,49.225257873535156,-123.09038543701172,Sushi Moon,Food,702,Sunset
cafe,49.22515106201172,-123.09046936035156,Starbucks,Food,703,Sunset
restaurant,49.22484588623047,-123.09098052978516,Shoom Restaurant,Food,704,Sunset
restaurant,49.22465896606445,-123.09098052978516,Yu Xiang Yuan Restaurant,Food,705,Sunset
restaurant,49.22620391845703,-123.09054565429688,Samurai Sushi on Fraser,Food,706,Sunset
bank,49.22611999511719,-123.09093475341797,State Bank of India,Business,707,Sunset
bank,49.22662353515625,-123.09091186523438,BMO,Business,708,Sunset
bank,49.22690200805664,-123.09091186523438,HSBC,Business,709,Sunset
restaurant,49.22768783569336,-123.09049224853516,Deer Garden Signatures,Food,710,Sunset
restaurant,49.227962493896484,-123.09049224853516,Ho Yuen Kee Restaurant,Food,711,Sunset
restaurant,49.22927474975586,-123.0904769897461,Dockers Family Restaurant,Food,712,Sunset
ice_cream,49.24074935913086,-123.10167694091797,Innocent Ice Cream,Food,713,Riley Park
restaurant,49.241188049316406,-123.10165405273438,Sushi Hub,Food,714,Riley Park
restaurant,49.243412017822266,-123.10118865966797,Pho Tan Restaurant,Food,715,Riley Park
restaurant,49.24460220336914,-123.10110473632812,King's Chinese Cuisine,Food,716,Riley Park
restaurant,49.24586486816406,-123.1014404296875,Dream Sushi,Food,717,Riley Park
restaurant,49.25700759887695,-123.11481475830078,Nabebugyo Hot Pot Cuisine,Food,718,Riley Park
cafe,49.250518798828125,-123.07644653320312,Falafel Cafe,Food,719,Kensington-Cedar Cottage
restaurant,49.250736236572266,-123.07682037353516,Sun Bo Kong Vegetarian Restaurant,Food,720,Kensington-Cedar Cottage
restaurant,49.251182556152344,-123.07843017578125,Grace of India,Food,721,Kensington-Cedar Cottage
fast_food,49.25106430053711,-123.07868194580078,Domino's,Food,722,Kensington-Cedar Cottage
restaurant,49.25117874145508,-123.07891845703125,Hai Phong Vietnamese Restaurant,Food,723,Kensington-Cedar Cottage
restaurant,49.251651763916016,-123.07962036132812,Hoy's Wonton House,Food,724,Kensington-Cedar Cottage
cafe,49.2542839050293,-123.08502960205078,BT Cafe,Food,725,Kensington-Cedar Cottage
restaurant,49.257389068603516,-123.09091186523438,Osteria Savio Volpe,Food,726,Mount Pleasant
restaurant,49.25742721557617,-123.09107208251953,Los Cuervos Taqueria & Cantina,Food,727,Mount Pleasant
restaurant,49.257266998291016,-123.08988189697266,The Lion's Den Cafe,Food,728,Mount Pleasant
cafe,49.257286071777344,-123.09013366699219,Matchstick Coffee Roasters,Food,729,Mount Pleasant
library,49.23329162597656,-123.1561279296875,Vancouver Public Library Kerrisdale Branch,Leisure,730,Kerrisdale
cafe,49.21051025390625,-123.10690307617188,Starbucks,Food,731,Marpole
restaurant,49.28666687011719,-123.11833953857422,JOEY Bentall One,Food,732,Central Business District
restaurant,49.24574661254883,-123.06602478027344,Viva Sushi Bar,Food,733,Kensington-Cedar Cottage
restaurant,49.247318267822266,-123.06944274902344,Jarrito Loco Tacos,Food,734,Kensington-Cedar Cottage
restaurant,49.247276306152344,-123.0693359375,My Chau Restaurant,Food,735,Kensington-Cedar Cottage
restaurant,49.249366760253906,-123.07634735107422,J.R Taste Of Ceylon,Food,736,Kensington-Cedar Cottage
restaurant,49.24965286254883,-123.07633209228516,Knight Street Cafe,Food,737,Kensington-Cedar Cottage
restaurant,49.24931716918945,-123.0736312866211,Pink Peppercorn Seafood House,Food,738,Kensington-Cedar Cottage
restaurant,49.24939727783203,-123.07392120361328,Icy Bar,Food,739,Kensington-Cedar Cottage
fast_food,49.2314338684082,-123.0316390991211,Panago Pizza,Food,740,Killarney
cafe,49.28055953979492,-123.11690521240234,Cafe Medina,Food,741,Central Business District
bar,49.279056549072266,-123.12303161621094,The Belmont,Nightlife,742,Central Business District
cafe,49.280941009521484,-123.12690734863281,Beyond Coffee,Food,743,Central Business District
fast_food,49.278907775878906,-123.12217712402344,Uncle Fatih's Pizza,Food,744,Central Business District
restaurant,49.28102111816406,-123.1189956665039,Meat & Bread,Food,745,Central Business District
fast_food,49.280548095703125,-123.12136840820312,McDonald's,Food,746,Central Business District
restaurant,49.28096389770508,-123.1189193725586,Aladdin Cafe,Food,747,Central Business District
fast_food,49.281089782714844,-123.11909484863281,Five Guys,Food,748,Central Business District
restaurant,49.26163101196289,-123.07002258300781,Commercial Sushi,Food,749,Kensington-Cedar Cottage
restaurant,49.280067443847656,-123.10852813720703,Pizzeria Ludica,Food,750,Central Business District
restaurant,49.279624938964844,-123.10860443115234,Hai Phong,Food,751,Central Business District
restaurant,49.2808952331543,-123.10784149169922,Tsuki Sushi Bar,Food,752,Central Business District
fast_food,49.26168441772461,-123.07003021240234,Subway,Food,753,Kensington-Cedar Cottage
cafe,49.2625617980957,-123.06952667236328,Blenz Coffee,Food,754,Grandview-Woodland
cafe,49.280029296875,-123.10865783691406,Brothers,Food,755,Central Business District
restaurant,49.28078842163086,-123.10783386230469,Taishoken,Food,756,Central Business District
cafe,49.280582427978516,-123.10282897949219,Musette Caffè,Food,757,Central Business District
fast_food,49.28314971923828,-123.11541748046875,A&W,Food,758,Central Business District
restaurant,49.28107452392578,-123.11858367919922,Ryuu,Food,759,Central Business District
car_rental,49.28141403198242,-123.11611938476562,Pacific Car Rentals,Transportation,760,Central Business District
cafe,49.282047271728516,-123.11848449707031,Starbucks,Food,761,Central Business District
nightclub,49.27729034423828,-123.12572479248047,Aura,Nightlife,762,Central Business District
cafe,49.282779693603516,-123.11166381835938,Finch's,Food,763,Central Business District
fast_food,49.27928924560547,-123.12266540527344,Hungry Guys,Food,764,Central Business District
restaurant,49.27741622924805,-123.12553405761719,Wings,Food,765,Central Business District
cafe,49.2725830078125,-123.14799499511719,Juliet's Cafe,Food,766,Kitsilano
fast_food,49.2725944519043,-123.14848327636719,Flying Wedge Pizza,Food,767,Kitsilano
fast_food,49.2725830078125,-123.1487045288086,Planet Veg,Food,768,Kitsilano
fast_food,49.272586822509766,-123.1483154296875,Vera's Burger Shack,Food,769,Kitsilano
cafe,49.2725830078125,-123.14861297607422,Panne Rizo,Food,770,Kitsilano
cafe,49.27259063720703,-123.14888763427734,Bean Around the World,Food,771,Kitsilano
fast_food,49.2725830078125,-123.1485595703125,Al Basha,Food,772,Kitsilano
pub,49.27259063720703,-123.14878845214844,Corduroy,Nightlife,773,Kitsilano
restaurant,49.27260971069336,-123.14913940429688,Charqui Grill,Food,774,Kitsilano
fast_food,49.272705078125,-123.14729309082031,Siegel's Bagels,Food,775,Kitsilano
restaurant,49.27248001098633,-123.15454864501953,Thai Basil,Food,776,Kitsilano
cafe,49.273311614990234,-123.11992645263672,Starbucks,Food,777,Central Business District
pub,49.28487014770508,-123.1109848022461,Steamworks,Nightlife,778,Central Business District
bank,49.28200149536133,-123.11774444580078,Scotiabank,Business,779,Central Business District
cafe,49.29084014892578,-123.13420867919922,YiFang Taiwan Fruit Tea,Food,780,West End
bank,49.29127502441406,-123.1353988647461,Vancity,Business,781,West End
restaurant,49.260902404785156,-123.13919830322266,Heirloom,Food,782,Fairview
restaurant,49.233909606933594,-123.15367126464844,Ajisai Sushi Bar,Food,783,Kerrisdale
place_of_worship,49.25824737548828,-123.13965606689453,Pentecostal Tabernacle,Attraction,784,Fairview
fast_food,49.272315979003906,-123.15516662597656,Nimby Burger,Food,785,Kitsilano
pub,49.27244567871094,-123.15531158447266,Local Public Eatery,Nightlife,786,Kitsilano
pub,49.271602630615234,-123.15534973144531,The Ellis,Nightlife,787,Kitsilano
nightclub,49.280555725097656,-123.12079620361328,Bottleneck,Nightlife,788,Central Business District
fast_food,49.235252380371094,-123.1557388305664,Subway,Food,789,Arbutus Ridge
cafe,49.23545837402344,-123.15608978271484,Secret Garden Tea Company,Food,790,Arbutus Ridge
restaurant,49.23600769042969,-123.15569305419922,China Lan Lanzhou Beef Noodle,Food,791,Arbutus Ridge
restaurant,49.23765563964844,-123.1556396484375,White Spot,Food,792,Arbutus Ridge
restaurant,49.23745346069336,-123.15563201904297,Bufala,Food,793,Arbutus Ridge
cafe,49.23794937133789,-123.15560913085938,Comebuy Bubble Tea,Food,794,Arbutus Ridge
restaurant,49.237796783447266,-123.1556396484375,Sushi King House,Food,795,Arbutus Ridge
restaurant,49.23469543457031,-123.15644073486328,Jinya Ramen Bar,Food,796,Arbutus Ridge
cafe,49.2344970703125,-123.15731811523438,Caffè Artigiano,Food,797,Arbutus Ridge
cafe,49.23447036743164,-123.15936279296875,Legato Cafe,Food,798,Arbutus Ridge
restaurant,49.23476791381836,-123.16165924072266,Minerva,Food,799,Kerrisdale
cafe,49.235069274902344,-123.16151428222656,One Bowl,Food,800,Arbutus Ridge
restaurant,49.234375,-123.16150665283203,Jin Jiang Japanese Restaurant,Food,801,Kerrisdale
restaurant,49.234535217285156,-123.16190338134766,Lok's Chinese Restaurant,Food,802,Arbutus Ridge
cafe,49.23447799682617,-123.16059112548828,Starbucks,Food,803,Kerrisdale
restaurant,49.23626708984375,-123.18511199951172,Moki's Pizza,Food,804,Dunbar-Southlands
restaurant,49.25776672363281,-123.18572235107422,Dunbar Sushi,Food,805,Dunbar-Southlands
restaurant,49.2645263671875,-123.18457794189453,Taste of Thai,Food,806,Kitsilano
restaurant,49.2636604309082,-123.18710327148438,Rajio Japanese Public House,Food,807,West Point Grey
cafe,49.26338195800781,-123.18665313720703,NOURISH,Food,808,West Point Grey
fast_food,49.263877868652344,-123.20500183105469,Subway,Food,809,West Point Grey
restaurant,49.26389694213867,-123.20589447021484,Enigma Urban Eatery & Bar,Food,810,West Point Grey
cafe,49.26392364501953,-123.2061767578125,Tim Hortons,Food,811,West Point Grey
restaurant,49.26393508911133,-123.20639038085938,Ginger & Chili,Food,812,West Point Grey
cafe,49.263668060302734,-123.20518493652344,Figaro Café + Bakery,Food,813,West Point Grey
restaurant,49.263694763183594,-123.20677185058594,Takumi Japanese Restaurant,Food,814,West Point Grey
restaurant,49.263671875,-123.20716094970703,Burgoo,Food,815,West Point Grey
restaurant,49.26346206665039,-123.20891571044922,The Kitchen,Food,816,West Point Grey
restaurant,49.26374435424805,-123.21041107177734,Pizza Hut,Food,817,West Point Grey
restaurant,49.26371383666992,-123.21084594726562,The Diner,Food,818,West Point Grey
cafe,49.2636833190918,-123.20819091796875,Darcy's Cafe,Food,819,West Point Grey
restaurant,49.263702392578125,-123.20770263671875,Dentry's Irish Grill,Food,820,West Point Grey
restaurant,49.26392364501953,-123.20735168457031,DoDo Sushi,Food,821,West Point Grey
restaurant,49.25041961669922,-123.03404235839844,Lucky Plus Restaurant,Food,822,Renfrew-Collingwood
restaurant,49.26212692260742,-123.02962493896484,Happy Valley Dim Sum Seafood Restaurant,Food,823,Renfrew-Collingwood
fast_food,49.26304626464844,-123.115966796875,Chipotle,Food,824,Fairview
cafe,49.28875732421875,-123.1150894165039,Bellaggio Café & Gelateria,Food,825,Central Business District
fast_food,49.2608528137207,-123.11616516113281,A&W,Food,826,Fairview
restaurant,49.271026611328125,-123.14669799804688,Blue Sky Japanese Bistro Ltd,Food,827,Kitsilano
bicycle_rental,49.2781982421875,-123.13694763183594,Aquatic Centre,Transportation,828,West End
bicycle_rental,49.26631546020508,-123.11610412597656,Olympic Village Station,Transportation,829,Fairview
bicycle_rental,49.263545989990234,-123.14807891845703,Cypress & Broadway,Transportation,830,Kitsilano
restaurant,49.278602600097656,-123.11846160888672,Per Se Social Corner,Food,831,Central Business District
restaurant,49.27648162841797,-123.1148910522461,On Yogurt,Food,832,Central Business District
fast_food,49.280643463134766,-123.13127899169922,Fit Camp Foods,Food,833,West End
cafe,49.28850173950195,-123.13916778564453,3 Quarters Full Cafe,Food,834,West End
restaurant,49.290565490722656,-123.13705444335938,Kingyo,Food,835,West End
marketplace,49.273773193359375,-123.09870910644531,Main St. Station Farmers Market,Leisure,836,Strathcona
bus_station,49.27390670776367,-123.09685516357422,Vancouver Main Terminal,Transportation,837,Strathcona
pub,49.278289794921875,-123.12419128417969,Donnelan's,Nightlife,838,Central Business District
bank,49.2344970703125,-123.13928985595703,HSBC,Business,839,Oakridge
restaurant,49.23413848876953,-123.13993835449219,Grand Honour,Food,840,Kerrisdale
cafe,49.28501892089844,-123.11459350585938,Quantum Coffee,Food,841,Central Business District
bank,49.27737045288086,-123.11978912353516,RBC,Business,842,Central Business District
pub,49.282405853271484,-123.11114501953125,The Magnet,Nightlife,843,Central Business District
restaurant,49.282596588134766,-123.11195373535156,Osteria Autostrada,Food,844,Central Business District
restaurant,49.28183364868164,-123.1234130859375,Boston Pizza,Food,845,Central Business District
cafe,49.27870178222656,-123.13020324707031,Maple Leaf Delicatessen Coffe Shop,Food,846,West End
courthouse,49.28107833862305,-123.12317657470703,Court of Appeal & Supreme Court,Business,847,Central Business District
courthouse,49.2813606262207,-123.12279510498047,Provincial Court of British Columbia,Business,848,Central Business District
restaurant,49.28200912475586,-123.12297058105469,Hubbub,Food,849,Central Business District
fast_food,49.28076171875,-123.12488555908203,Sushi Maki,Food,850,Central Business District
bank,49.28976821899414,-123.13780975341797,Bank of Montreal,Business,851,West End
restaurant,49.29177474975586,-123.13836669921875,Adesso,Food,852,West End
cafe,49.29165267944336,-123.13545227050781,Starbucks,Food,853,West End
restaurant,49.29180908203125,-123.13519287109375,Tetsu Sushi Bar,Food,854,West End
bar,49.288578033447266,-123.14264678955078,Sylvia's Bar,Nightlife,855,West End
restaurant,49.263404846191406,-123.1872787475586,Sushi Gallery,Food,856,West Point Grey
restaurant,49.264183044433594,-123.18405151367188,Handi,Food,857,Kitsilano
restaurant,49.2640495300293,-123.17505645751953,Cafe D'Lite,Food,858,Kitsilano
pub,49.264041900634766,-123.1747055053711,Fringe,Nightlife,859,Kitsilano
restaurant,49.26405334472656,-123.1748275756836,Ramen Sanpachi,Food,860,Kitsilano
restaurant,49.263736724853516,-123.21013641357422,Gold Train Express,Food,861,West Point Grey
restaurant,49.26403045654297,-123.17452239990234,nuba,Food,862,Kitsilano
cafe,49.264015197753906,-123.1733627319336,Neverland Tea Salon,Food,863,Kitsilano
spa,49.26399230957031,-123.17180633544922,Footworks Relaxology,Leisure,864,Kitsilano
restaurant,49.263973236083984,-123.17115020751953,Acropol Taverna,Food,865,Kitsilano
fast_food,49.26397705078125,-123.17134857177734,Quiznos,Food,866,Kitsilano
restaurant,49.26395034790039,-123.16952514648438,Tandoori Fusion,Food,867,Kitsilano
pub,49.263954162597656,-123.16961669921875,Yagger's Kits,Nightlife,868,Kitsilano
fast_food,49.26393508911133,-123.1678237915039,Uncle Faith's Pizza,Food,869,Kitsilano
restaurant,49.26393127441406,-123.16761016845703,iki Japanese Bistro,Food,870,Kitsilano
fast_food,49.26323318481445,-123.13645935058594,Bella Pizza,Food,871,Fairview
cafe,49.26325607299805,-123.12763977050781,Barista Cafe,Food,872,Fairview
restaurant,49.26331329345703,-123.12916564941406,Shi Zen ha,Food,873,Fairview
fast_food,49.26324462890625,-123.12554168701172,Subway,Food,874,Fairview
restaurant,49.263221740722656,-123.125244140625,Pondok,Food,875,Fairview
restaurant,49.263179779052734,-123.12214660644531,Donair Spot,Food,876,Fairview
fast_food,49.26283264160156,-123.10322570800781,Subway,Food,877,Mount Pleasant
fast_food,49.26255416870117,-123.06936645507812,A&W,Food,878,Grandview-Woodland
fast_food,49.262874603271484,-123.06952667236328,Booster Juice,Food,879,Grandview-Woodland
restaurant,49.262672424316406,-123.06936645507812,Neptune Express,Food,880,Grandview-Woodland
fast_food,49.26279830932617,-123.0693588256836,Megabite Pizza,Food,881,Grandview-Woodland
bank,49.262508392333984,-123.06993865966797,Scotiabank,Business,882,Grandview-Woodland
fast_food,49.238319396972656,-123.03231811523438,Super Great Pizza,Food,883,Renfrew-Collingwood
bicycle_rental,49.2904167175293,-123.1258544921875,Coal Harbour Community Centre,Transportation,884,Central Business District
bicycle_rental,49.258949279785156,-123.1526107788086,Arbutus Greenway & 14th,Transportation,885,Kitsilano
bicycle_rental,49.25849914550781,-123.10481262207031,14th & Ontario,Transportation,886,Mount Pleasant
fast_food,49.2266731262207,-123.09052276611328,Freshslice Pizza,Food,887,Sunset
cafe,49.23171615600586,-123.09041595458984,L & G Bubble Tea,Food,888,Sunset
restaurant,49.226905822753906,-123.09053802490234,Pho Hong Restaurant,Food,889,Sunset
fast_food,49.21109390258789,-123.14070892333984,Subway,Food,890,Marpole
pub,49.280242919921875,-123.12506103515625,Relish,Nightlife,891,Central Business District
fast_food,49.280792236328125,-123.11919403076172,Red Burrito,Food,892,Central Business District
restaurant,49.28010940551758,-123.12511444091797,Gyu-Kaku,Food,893,Central Business District
cafe,49.28178024291992,-123.11174774169922,Java Cat,Food,894,Central Business District
pub,49.280033111572266,-123.11468505859375,Library Square Public House,Nightlife,895,Central Business District
bar,49.2590217590332,-123.10083770751953,Colony,Nightlife,896,Mount Pleasant
restaurant,49.2777214050293,-123.12677764892578,Rorimomo,Food,897,Central Business District
cafe,49.27778244018555,-123.1268539428711,Truffles,Food,898,Central Business District
cafe,49.28382110595703,-123.11188507080078,Waves Coffee,Food,899,Central Business District
bureau_de_change,49.27812576293945,-123.12734985351562,Javan Exchange,Business,900,Central Business District
restaurant,49.26847457885742,-123.16712188720703,The Oakwood,Food,901,Kitsilano
bureau_de_change,49.28567123413086,-123.12615966796875,Currency Exchange,Business,902,West End
fast_food,49.28337097167969,-123.11454772949219,Peqish,Food,903,Central Business District
fast_food,49.28455352783203,-123.11332702636719,Kita no Donburi,Food,904,Central Business District
fast_food,49.28349685668945,-123.11489868164062,Pizza Vancouver,Food,905,Central Business District
bank,49.28477478027344,-123.1220474243164,CIBC,Business,906,West End
restaurant,49.28479766845703,-123.12430572509766,Sushi Yan,Food,907,West End
restaurant,49.283851623535156,-123.11436462402344,Chihuahua's,Food,908,Central Business District
cafe,49.28462600708008,-123.12184143066406,Starbucks,Food,909,West End
fast_food,49.282623291015625,-123.10934448242188,Meat & Bread,Food,910,Central Business District
fast_food,49.28271484375,-123.10931396484375,Fresh Bowl,Food,911,Central Business District
bicycle_rental,49.268375396728516,-123.15743255615234,Vine & 4th,Transportation,912,Kitsilano
bicycle_rental,49.28273391723633,-123.12206268310547,Robson & Hornby,Transportation,913,Central Business District
bicycle_rental,49.267120361328125,-123.109375,Columbia & 4th,Transportation,914,Mount Pleasant
pub,49.27094268798828,-123.15521240234375,Chewies,Nightlife,915,Kitsilano
bicycle_rental,49.267234802246094,-123.15318298339844,5th & Arbutus,Transportation,916,Kitsilano
restaurant,49.25312805175781,-123.0831069946289,Dai Tung,Food,917,Kensington-Cedar Cottage
cafe,49.28331756591797,-123.11910247802734,Cafe Bel,Food,918,Central Business District
ice_cream,49.26426696777344,-123.1718521118164,I.ce Queen,Food,919,Kitsilano
restaurant,49.26426696777344,-123.17179870605469,Pokay,Food,920,Kitsilano
restaurant,49.26426315307617,-123.17174530029297,Harvest Delicatessen,Food,921,Kitsilano
restaurant,49.264259338378906,-123.17169189453125,TeraVBurger,Food,922,Kitsilano
bank,49.285980224609375,-123.11892700195312,Banque Nacionale Canada,Business,923,Central Business District
restaurant,49.23366928100586,-123.0345458984375,Sushi Aji,Food,924,Renfrew-Collingwood
restaurant,49.23189163208008,-123.02887725830078,Happy Tree House BBQ,Food,925,Killarney
cafe,49.26900100708008,-123.04451751708984,My Frosty,Food,926,Hastings-Sunrise
restaurant,49.26841735839844,-123.04446411132812,Jiro Sushi & Ramen,Food,927,Hastings-Sunrise
cafe,49.26345443725586,-123.1407699584961,Trees Organic,Food,928,Fairview
cafe,49.26362228393555,-123.1502914428711,Blenz Coffee,Food,929,Kitsilano
restaurant,49.26364517211914,-123.1534194946289,Gyo Para -Gyoza and Ramen Paradise,Food,930,Kitsilano
cafe,49.26417922973633,-123.157470703125,Hearts & Vine Cafe,Food,931,Kitsilano
pub,49.26404571533203,-123.15676879882812,The Regal Beagle,Nightlife,932,Kitsilano
cafe,49.2642822265625,-123.18608856201172,Good Earth Coffeehouse,Food,933,West Point Grey
bank,49.26599884033203,-123.24610900878906,Scotiabank,Business,934,West Point Grey
cafe,49.26521682739258,-123.25078582763672,Starbucks,Food,935,West Point Grey
cafe,49.26597213745117,-123.2500228881836,Loafe,Food,936,West Point Grey
cafe,49.26599884033203,-123.24634552001953,The Boulevard Coffee Roasting Co.,Food,937,West Point Grey
cafe,49.26786422729492,-123.1573486328125,Kokomo,Food,938,Kitsilano
restaurant,49.263710021972656,-123.1546859741211,Yagoto Sushi Dining,Food,939,Kitsilano
cafe,49.263763427734375,-123.15734100341797,IGA Bistro,Food,940,Kitsilano
restaurant,49.26286697387695,-123.05692291259766,Phoenix Garden,Food,941,Grandview-Woodland
bicycle_rental,49.28605651855469,-123.12419128417969,Georgia & Thurlow,Transportation,942,West End
cafe,49.2847785949707,-123.12277221679688,Thierry,Food,943,West End
restaurant,49.28319549560547,-123.09491729736328,The MacKenzie Room,Food,944,Strathcona
restaurant,49.25092697143555,-123.07716369628906,Dosa Factory,Food,945,Kensington-Cedar Cottage
restaurant,49.27561569213867,-123.11517333984375,Fresh Japanese Restaurant,Food,946,Central Business District
cafe,49.2274284362793,-123.11682891845703,Chatime,Food,947,Oakridge
pub,49.268821716308594,-123.09674835205078,Truck Stop Diner,Nightlife,948,Mount Pleasant
fast_food,49.2896728515625,-123.13844299316406,Yeh!,Food,949,West End
fast_food,49.28961181640625,-123.13853454589844,A&W,Food,950,West End
fast_food,49.28971481323242,-123.13838195800781,Peaked Pies,Food,951,West End
fast_food,49.289756774902344,-123.1383285522461,Panago,Food,952,West End
cafe,49.28938674926758,-123.13886260986328,Tim Hortons,Food,953,West End
restaurant,49.262298583984375,-123.09585571289062,Carp,Food,954,Mount Pleasant
restaurant,49.310150146484375,-123.08289337158203,Little Tokyo Sushi,Food,955,Strathcona
cafe,49.310081481933594,-123.08318328857422,Starbucks,Food,956,Strathcona
cafe,49.3100700378418,-123.08297729492188,The Coffee Bun,Food,957,Strathcona
car_sharing,49.288116455078125,-123.14078521728516,Zipcar,Transportation,958,West End
cafe,49.28171920776367,-123.1165542602539,Nosherie,Food,959,Central Business District
cafe,49.23952102661133,-123.12865447998047,Truffles Café,Food,960,Shaughnessy
restaurant,49.23865509033203,-123.12982177734375,Shaughnessy Restaurant,Food,961,Shaughnessy
ice_cream,49.27360916137695,-123.1185073852539,Bella Gelateria,Food,962,Central Business District
restaurant,49.27993392944336,-123.1302490234375,Banana Leaf,Food,963,West End
bar,49.28288269042969,-123.10379028320312,Shebeen Whiskey House,Nightlife,964,Central Business District
restaurant,49.27757263183594,-123.13185119628906,Osaka Sushi,Food,965,West End
pub,49.28289031982422,-123.10408782958984,Irish Heather,Nightlife,966,Central Business District
restaurant,49.2828483581543,-123.11585998535156,Gotham,Food,967,Central Business District
fountain,49.29719924926758,-123.13398742675781,Queen Victoria Memorial Fountain,Attraction,968,Stanley Park
bicycle_rental,49.283199310302734,-123.1204833984375,Vancouver Art Gallery - North Plaza,Transportation,969,Central Business District
bicycle_rental,49.27092361450195,-123.12599182128906,David Lam Park - West,Transportation,970,Central Business District
restaurant,49.26359558105469,-123.12812805175781,Kaya Malay Bistro,Food,971,Fairview
cafe,49.25510025024414,-123.11536407470703,JJ Bean,Food,972,South Cambie
ice_cream,49.25514221191406,-123.1148910522461,Rain or Shine Ice Cream,Food,973,Riley Park
ferry_terminal,49.270484924316406,-123.12519073486328,David Lam Park Terminal,Transportation,974,Central Business District
ferry_terminal,49.272483825683594,-123.13394165039062,Granville Island Terminal (Aquabus),Transportation,975,Fairview
ferry_terminal,49.2694206237793,-123.11875915527344,Stamps Landing Dock,Transportation,976,Fairview
ferry_terminal,49.27101135253906,-123.11550903320312,Spyglass Dock,Transportation,977,Fairview
bicycle_rental,49.297908782958984,-123.13072204589844,Stanley Park - Information Booth,Transportation,978,Stanley Park
bicycle_rental,49.29865646362305,-123.12120819091797,Stanley Park - Totem Poles,Transportation,979,Stanley Park
bicycle_rental,49.29925537109375,-123.13032531738281,Stanley Park - Vancouver Aquarium,Transportation,980,Stanley Park
bicycle_rental,49.294315338134766,-123.14871215820312,Stanley Park - Second Beach South,Transportation,981,Stanley Park
bicycle_rental,49.29533767700195,-123.15046691894531,Stanley Park - Second Beach North,Transportation,982,Stanley Park
restaurant,49.28706359863281,-123.11283111572266,Miku,Food,983,Central Business District
fast_food,49.27825164794922,-123.12181854248047,24 Train Express Noodle House,Food,984,Central Business District
nightclub,49.27852249145508,-123.12384796142578,Encore,Nightlife,985,Central Business District
fast_food,49.28205490112305,-123.1335678100586,La Belle Patate,Food,986,West End
restaurant,49.28120803833008,-123.13197326660156,Gurkha Himalayan Kitchen,Food,987,West End
restaurant,49.282020568847656,-123.12044525146484,Bistro Verde,Food,988,Central Business District
fast_food,49.27956008911133,-123.10784149169922,Sushi Den,Food,989,Central Business District
fast_food,49.281944274902344,-123.10762786865234,Noodle Box,Food,990,Central Business District
fast_food,49.281639099121094,-123.10752868652344,Tacomio,Food,991,Central Business District
bank,49.28217697143555,-123.10735321044922,TD Canada Trust,Business,992,Central Business District
restaurant,49.28200912475586,-123.1080322265625,Catch 122,Food,993,Central Business District
cafe,49.281803131103516,-123.10746002197266,Vegan Cave,Food,994,Central Business District
cafe,49.28190231323242,-123.10750579833984,Nectar,Food,995,Central Business District
restaurant,49.2819938659668,-123.10797119140625,Wildebeest,Food,996,Central Business District
cafe,49.28189468383789,-123.1074447631836,Prado,Food,997,Central Business District
restaurant,49.28152847290039,-123.06605529785156,Pelican Seafood Restaurant,Food,998,Grandview-Woodland
restaurant,49.28135299682617,-123.06002044677734,Van Dragon Seafood Restaurant,Food,999,Grandview-Woodland
restaurant,49.28145217895508,-123.0638198852539,Volcano Sushi & Grill,Food,1000,Grandview-Woodland
cafe,49.286224365234375,-123.11615753173828,Edel Express,Food,1001,Central Business District
cafe,49.28358840942383,-123.11151123046875,Bonchaz,Food,1002,Central Business District
cafe,49.2856559753418,-123.11473083496094,Caffè Artigiano,Food,1003,Central Business District
cafe,49.28451156616211,-123.11437225341797,CoCo Fresh Tea & Juice,Food,1004,Central Business District
cafe,49.28256607055664,-123.11136627197266,Social Crust,Food,1005,Central Business District
restaurant,49.28306579589844,-123.11262512207031,Ha Long Bay,Food,1006,Central Business District
fast_food,49.28383255004883,-123.11331176757812,Kyzock - House of Sushi Bowl,Food,1007,Central Business District
fast_food,49.283966064453125,-123.11351013183594,Me Crêpes,Food,1008,Central Business District
fast_food,49.28401184082031,-123.11357879638672,2001 Flavors,Food,1009,Central Business District
bar,49.283199310302734,-123.11236572265625,Yagger's,Nightlife,1010,Central Business District
cafe,49.2835807800293,-123.11289978027344,Moii Cafe,Food,1011,Central Business District
